11:21:10 - 開始處理語言: zh-MO (包容關係相容版本)
11:21:10 - 跳過空白替換結果 - 企業: 可以在移动设备上实时接收最新动态消息，查看在线教材，查看课程和公告信息，发起聊天，发起点名，参与课堂互动等。实现随时随地的教学和互通，节省老师和学生的时间，快捷而高效。
11:21:10 - 跳過空白替換結果 - 公部門: 可以在移动设备上实时接收最新动态消息，查看在线教材，查看课程和公告信息，发起聊天，发起点名，参与课堂互动等。实现随时随地的教学和互通，节省老师和学生的时间，快捷而高效。
11:21:10 - 跳過空白替換結果 - 培訓機構: 可以在移动设备上实时接收最新动态消息，查看在线教材，查看课程和公告信息，发起聊天，发起点名，参与课堂互动等。实现随时随地的教学和互通，节省老师和学生的时间，快捷而高效。
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 每门课程多至100名学生
11:21:10 - 跳過空白替換結果 - 公部門: 每门课程多至100名学生
11:21:10 - 跳過空白替換結果 - 培訓機構: 每门课程多至100名学生
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 更多空间、更大班级
11:21:10 - 跳過空白替換結果 - 公部門: 更多空间、更大班级
11:21:10 - 跳過空白替換結果 - 培訓機構: 更多空间、更大班级
11:21:10 - 調試信息 - 敏感詞分類: 師資相關
11:21:10 - PO 更新 - 企業: 教务和系统管理 → 2字錯的和系統管理
11:21:10 - 跳過空白替換結果 - 公部門: 教务和系统管理
11:21:10 - 跳過空白替換結果 - 培訓機構: 教务和系统管理
11:21:10 - 調試信息 - 敏感詞分類: 師資相關
11:21:10 - PO 更新 - 企業: 数据无缝迁移对接 → 2字錯的資料無縫對接
11:21:10 - 跳過空白替換結果 - 公部門: 数据无缝迁移对接
11:21:10 - 跳過空白替換結果 - 培訓機構: 数据无缝迁移对接
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 公布时间到达后，学生会看到自己的原始成绩
11:21:10 - 跳過空白替換結果 - 公部門: 公布时间到达后，学生会看到自己的原始成绩
11:21:10 - 跳過空白替換結果 - 培訓機構: 公布时间到达后，学生会看到自己的原始成绩
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 公布时间到达后，学生会看到自己的最终成绩
11:21:10 - 跳過空白替換結果 - 公部門: 公布时间到达后，学生会看到自己的最终成绩
11:21:10 - 跳過空白替換結果 - 培訓機構: 公布时间到达后，学生会看到自己的最终成绩
11:21:10 - 調試信息 - 敏感詞分類: 時間相關
11:21:10 - 跳過空白替換結果 - 企業: 選擇課程所屬的學年
11:21:10 - 跳過空白替換結果 - 公部門: 選擇課程所屬的學年
11:21:10 - 跳過空白替換結果 - 培訓機構: 選擇課程所屬的學年
11:21:10 - 調試信息 - 敏感詞分類: 時間相關
11:21:10 - 跳過空白替換結果 - 企業: 選擇課程所屬的學期
11:21:10 - 跳過空白替換結果 - 公部門: 選擇課程所屬的學期
11:21:10 - 跳過空白替換結果 - 培訓機構: 選擇課程所屬的學期
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 老师评分之后，学生可以马上看到自己的原始成绩
11:21:10 - 跳過空白替換結果 - 公部門: 老师评分之后，学生可以马上看到自己的原始成绩
11:21:10 - 跳過空白替換結果 - 培訓機構: 老师评分之后，学生可以马上看到自己的原始成绩
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 老师评分之后，学生可以马上看到自己的最终成绩
11:21:10 - 跳過空白替換結果 - 公部門: 老师评分之后，学生可以马上看到自己的最终成绩
11:21:10 - 跳過空白替換結果 - 培訓機構: 老师评分之后，学生可以马上看到自己的最终成绩
11:21:10 - 調試信息 - 敏感詞分類: 師資相關
11:21:10 - PO 更新 - 企業: 送繳最終成績 → 送繳2字錯的
11:21:10 - 跳過空白替換結果 - 公部門: 送繳最終成績
11:21:10 - 跳過空白替換結果 - 培訓機構: 送繳最終成績
11:21:10 - 調試信息 - 敏感詞分類: 師資相關
11:21:10 - PO 更新 - 企業: 未送繳教務 → 未送繳2字錯的
11:21:10 - 跳過空白替換結果 - 公部門: 未送繳教務
11:21:10 - 跳過空白替換結果 - 培訓機構: 未送繳教務
11:21:10 - 調試信息 - 敏感詞分類: 師資相關
11:21:10 - PO 更新 - 企業: 已送繳教務 → 已送繳2字錯的
11:21:10 - 跳過空白替換結果 - 公部門: 已送繳教務
11:21:10 - 跳過空白替換結果 - 培訓機構: 已送繳教務
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 加入方式是學生加入課程的方式，目前系統提供兩種加入課程的方式，公開加入和僅邀請加入。公開加入是任何人都可以加入課程，僅邀請加入是需要有訪問碼或訪問URL才可以加入課程。
11:21:10 - 跳過空白替換結果 - 公部門: 加入方式是學生加入課程的方式，目前系統提供兩種加入課程的方式，公開加入和僅邀請加入。公開加入是任何人都可以加入課程，僅邀請加入是需要有訪問碼或訪問URL才可以加入課程。
11:21:10 - 跳過空白替換結果 - 培訓機構: 加入方式是學生加入課程的方式，目前系統提供兩種加入課程的方式，公開加入和僅邀請加入。公開加入是任何人都可以加入課程，僅邀請加入是需要有訪問碼或訪問URL才可以加入課程。
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 注：预警指标说明（低于预警阈值的学生将被预警)
11:21:10 - 跳過空白替換結果 - 公部門: 注：预警指标说明（低于预警阈值的学生将被预警)
11:21:10 - 跳過空白替換結果 - 培訓機構: 注：预警指标说明（低于预警阈值的学生将被预警)
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 请根据本课程情况，选取需要预警的指标，并设置阈值。低于该阈值的学生将被预警。未填写阈值的，视为不使用。
11:21:10 - 跳過空白替換結果 - 公部門: 请根据本课程情况，选取需要预警的指标，并设置阈值。低于该阈值的学生将被预警。未填写阈值的，视为不使用。
11:21:10 - 跳過空白替換結果 - 培訓機構: 请根据本课程情况，选取需要预警的指标，并设置阈值。低于该阈值的学生将被预警。未填写阈值的，视为不使用。
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 本課程有{0}名學生被預警，確定送交預警名單嗎？
11:21:10 - 跳過空白替換結果 - 公部門: 本課程有{0}名學生被預警，確定送交預警名單嗎？
11:21:10 - 跳過空白替換結果 - 培訓機構: 本課程有{0}名學生被預警，確定送交預警名單嗎？
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 附：預警指標說明（低於預警閾值的學生將被預警)
11:21:10 - 跳過空白替換結果 - 公部門: 附：預警指標說明（低於預警閾值的學生將被預警)
11:21:10 - 跳過空白替換結果 - 培訓機構: 附：預警指標說明（低於預警閾值的學生將被預警)
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 缺席 {0} 次後預警
11:21:10 - 跳過空白替換結果 - 公部門: 缺席 {0} 次後預警
11:21:10 - 跳過空白替換結果 - 培訓機構: 缺席 {0} 次後預警
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 請假 {0} 次後預警
11:21:10 - 跳過空白替換結果 - 公部門: 請假 {0} 次後預警
11:21:10 - 跳過空白替換結果 - 培訓機構: 請假 {0} 次後預警
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 课程成绩详细提示
11:21:10 - 跳過空白替換結果 - 公部門: 课程成绩详细提示
11:21:10 - 跳過空白替換結果 - 培訓機構: 课程成绩详细提示
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 測驗 {0} 次未繳交後
11:21:10 - 跳過空白替換結果 - 公部門: 測驗 {0} 次未繳交後
11:21:10 - 跳過空白替換結果 - 培訓機構: 測驗 {0} 次未繳交後
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 作業 {0} 次未繳交後
11:21:10 - 跳過空白替換結果 - 公部門: 作業 {0} 次未繳交後
11:21:10 - 跳過空白替換結果 - 培訓機構: 作業 {0} 次未繳交後
11:21:10 - 調試信息 - 敏感詞分類: 師資相關
11:21:10 - PO 更新 - 企業: 送繳教務 → 送繳2字錯的
11:21:10 - 跳過空白替換結果 - 公部門: 送繳教務
11:21:10 - 跳過空白替換結果 - 培訓機構: 送繳教務
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 預警學生已經成功添加
11:21:10 - 跳過空白替換結果 - 公部門: 預警學生已經成功添加
11:21:10 - 跳過空白替換結果 - 培訓機構: 預警學生已經成功添加
11:21:10 - 調試信息 - 敏感詞分類: 師資相關
11:21:10 - PO 更新 - 企業: 教務課程不允許訪客加入 → 2字錯的科目不允許訪客加入
11:21:10 - 跳過空白替換結果 - 公部門: 教務課程不允許訪客加入
11:21:10 - 跳過空白替換結果 - 培訓機構: 教務課程不允許訪客加入
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 学生可以自由选择学习活动进行学习，老师可通过设定完成指标来考察学生的学习情况。
11:21:10 - 跳過空白替換結果 - 公部門: 学生可以自由选择学习活动进行学习，老师可通过设定完成指标来考察学生的学习情况。
11:21:10 - 跳過空白替換結果 - 培訓機構: 学生可以自由选择学习活动进行学习，老师可通过设定完成指标来考察学生的学习情况。
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 学生可以自由选择学习活动进行学习，老师可通过设定完成指标来考察学生的学习情况。
11:21:10 - 跳過空白替換結果 - 公部門: 学生可以自由选择学习活动进行学习，老师可通过设定完成指标来考察学生的学习情况。
11:21:10 - 跳過空白替換結果 - 培訓機構: 学生可以自由选择学习活动进行学习，老师可通过设定完成指标来考察学生的学习情况。
